title,rating,movieId,userId,# of ratings
20 Million Miles to Earth,5.0,5468.0,377.0,1
"20,000 Days on Earth",4.0,114066.0,18.0,1
"20,000 Leagues Under the Sea",3.5,7478.368421052632,281.05263157894734,19
200 Cigarettes,3.1666666666666665,2504.0,447.0,6
2001 Maniacs,3.25,51498.0,442.0,2
2001: A Space Odyssey,3.8944954128440368,924.0,292.48623853211006,109
2010: The Year We Make Contact,3.588235294117647,2311.0,309.2352941176471,17
2012,2.619047619047619,72378.0,246.52380952380952,21
2046,4.071428571428571,27266.0,369.42857142857144,7
2048: Nowhere to Run,3.5,179053.0,599.0,1
21,3.75,58803.0,226.16666666666666,18
21 Grams,3.3,6953.0,315.4,25
21 Jump Street,3.8653846153846154,93510.0,322.5769230769231,26
21 Up,4.0,52767.0,380.6666666666667,3
21 and Over,3.625,100507.0,236.75,4
22 Jump Street,3.6842105263157894,112138.0,294.94736842105266,19
24 Hour Party People,3.5714285714285716,5508.0,402.0,7
25th Hour,3.840909090909091,5954.0,389.3181818181818,22
27 Dresses,3.3,56949.0,305.8,20
28 Days,3.3,3534.0,298.28,25
28 Days Later,3.9741379310344827,6502.0,299.7241379310345,58
28 Up,4.0,7566.0,380.6666666666667,3
28 Weeks Later,3.5952380952380953,53000.0,304.3809523809524,21
3 Days to Kill,1.0,109569.0,466.0,2
3 Extremes (Three... Extremes) (Saam gaang yi),3.3333333333333335,33896.0,391.0,3
3 Idiots,4.75,73881.0,324.0,2
3 Ninjas,2.0833333333333335,4748.0,475.1666666666667,6
3 Ninjas Kick Back,1.25,4749.0,263.0,2
3 Ninjas Knuckle Up,0.5,4750.0,307.0,1
3 Ninjas: High Noon On Mega Mountain,4.0,1739.0,255.0,1
3 Women (Three Women),4.166666666666667,8261.0,415.3333333333333,3
3 dev adam (Three Giant Men) ,0.5,104017.0,599.0,1
3-Iron (Bin-jip),4.5,30803.0,285.6666666666667,3
30 Days of Night,3.1818181818181817,55282.0,318.45454545454544,11
30 Minutes or Less,2.6666666666666665,88812.0,325.5,6
300,3.68125,51662.0,300.725,80
3000 Miles to Graceland,2.7142857142857144,4159.0,391.7142857142857,7
300: Rise of an Empire,2.125,109673.0,340.0,4
31,3.5,163981.0,610.0,1
35 Up,4.0,26712.0,380.6666666666667,3
"39 Steps, The",4.045454545454546,965.0,226.9090909090909,11
3:10 to Yuma,4.0576923076923075,53085.57692307692,284.84615384615387,26
4 Little Girls,4.25,4217.0,363.5,2
"4 Months, 3 Weeks and 2 Days (4 luni, 3 saptamâni si 2 zile)",4.0,55069.0,311.0,3
40 Days and 40 Nights,3.0,5151.0,277.55555555555554,18
"40-Year-Old Virgin, The",3.5472972972972974,35836.0,332.36486486486484,74
"400 Blows, The (Les quatre cents coups)",4.0,2731.0,350.4166666666667,12
42,4.0,101895.0,448.0,1
42 Up,4.0,3077.0,334.0,2
42nd Street,4.0,7080.0,273.3333333333333,3
47 Ronin,2.642857142857143,106491.0,327.42857142857144,7
48 Hrs.,3.590909090909091,5049.0,454.72727272727275,11
49 Up,4.0,50658.0,334.0,2
5 Centimeters per Second (Byôsoku 5 senchimêtoru),3.5,64993.0,423.6666666666667,3
5 to 7,2.5,134021.0,448.0,1
"5,000 Fingers of Dr. T, The",4.0,4294.0,351.0,2
50 First Dates,3.5531914893617023,7293.0,320.531914893617,47
50/50,3.6315789473684212,89864.0,307.6842105263158,19
52 Pick-Up,3.6666666666666665,2475.0,309.0,3
54,2.0,2188.0,490.4,5
6 Days to Air: The Making of South Park,4.0,96411.0,249.0,1
61*,5.0,27373.0,585.0,1
"6th Day, The",2.8,3986.0,395.6,20
"6th Man, The (Sixth Man, The)",1.5,6425.0,262.0,2
7 Days in Hell,4.0,138204.0,161.0,2
7 Faces of Dr. Lao,5.0,42556.0,377.0,1
"7th Voyage of Sinbad, The",4.4,3153.0,366.4,5
8 1/2 (8½),4.071428571428571,1251.0,316.42857142857144,14
8 Heads in a Duffel Bag,3.0,1503.0,378.25,4
8 Mile,3.292682926829268,5810.0,303.0243902439024,41
8 Seconds,3.0,408.0,228.0,2
8 Women,3.8333333333333335,5613.0,558.3333333333334,3
8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women),3.3333333333333335,3626.0,585.0,3
800 Bullets (800 Balas),2.5,32392.0,387.0,1
84 Charing Cross Road,4.5,5404.0,432.6666666666667,3
8MM,2.9444444444444446,2505.0,373.6666666666667,18
9,3.642857142857143,71057.0,340.7142857142857,14
9 1/2 Weeks (Nine 1/2 Weeks),2.7,3707.0,403.8,10
9/11,5.0,44943.0,390.0,1
96 Minutes ,2.5,94494.0,448.0,1
964 Pinocchio,1.0,140852.0,599.0,1
99 francs,4.0,59026.0,560.0,1
9to5: Days in Porn (a.k.a. 9 to 5: Days in Porn),3.5,69953.0,318.0,1
A Bad Moms Christmas,3.5,179953.0,111.0,1
A Christmas Story Live!,2.0,182727.0,514.0,1
A Cosmic Christmas,4.0,149330.0,514.0,1
A Detective Story,5.0,172875.0,380.0,1
A Dog's Purpose,4.5,167380.0,89.0,1
A Flintstones Christmas Carol,5.0,126088.0,89.0,1
A German Life,3.0,175707.0,50.0,1
A Home at the End of the World,3.5,8667.0,608.0,1
A Man Called Blade,3.0,119828.0,599.0,1
A Man from Boulevard des Capucines,4.0,146024.0,256.0,1
A Merry Friggin' Christmas,2.0,119964.0,21.0,1
A Midsummer Night's Dream,4.0,159779.0,210.0,1
A Million Ways to Die in the West,2.9583333333333335,111743.0,308.5833333333333,12
A Most Wanted Man,4.5,112940.0,414.0,1
A Perfect Day,5.0,147410.0,89.0,1
A Pigeon Sat on a Branch Reflecting on Existence,4.0,127298.0,442.5,2
A Plasticine Crow,5.0,170597.0,105.0,1
A Quiet Place,2.75,185029.0,327.5,4
A Silent Voice,4.0,166291.0,375.5,2
A Story of Children and Film,3.5,127172.0,318.0,1
A Street Cat Named Bob,3.5,167732.0,114.0,1
A Very Murray Christmas,2.5,148238.0,560.0,1
A Walk in the Woods,3.5,127134.0,89.0,1
A Wrinkle in Time,3.0,184987.0,514.0,1
"A-Team, The",3.1470588235294117,78469.0,276.11764705882354,17
A.I. Artificial Intelligence,3.3392857142857144,4370.0,345.5,56
"ABCs of Death, The",3.5,100397.0,610.0,1
ARQ,4.5,163985.0,305.0,1
AVP: Alien vs. Predator,2.823529411764706,8810.0,321.88235294117646,17
AVPR: Aliens vs. Predator - Requiem,2.5833333333333335,56801.0,290.5,6
"Abandoned, The",2.0,51666.0,610.0,1
Abbott and Costello Meet Frankenstein,3.75,3928.0,387.25,4
Abduction,3.5,90524.0,563.0,1
"Abominable Dr. Phibes, The",3.8333333333333335,4195.0,369.6666666666667,3
"Abominable Snowman, The (Abominable Snowman of the Himalayas, The)",4.0,3648.0,377.0,1
About Adam,3.75,3862.0,298.0,2
About Last Night,2.25,109372.0,506.0,2
About Last Night...,3.0,2262.0,392.22222222222223,9
About Schmidt,3.173076923076923,5945.0,343.15384615384613,26
About Time,3.933333333333333,104374.0,293.3333333333333,15
About a Boy,3.715909090909091,5377.0,321.1363636363636,44
Above the Law,2.5,4466.0,156.5,2
Above the Rim,2.0,409.0,307.0,1
Abraham Lincoln: Vampire Hunter,2.75,95207.0,496.3333333333333,6
Absence of Malice,3.25,5707.0,409.5,2
"Absent-Minded Professor, The",3.388888888888889,2015.0,348.77777777777777,9
Absentia,3.5,93819.0,610.0,1
Absolute Power,2.6666666666666665,1459.0,277.5833333333333,12
Absolutely Anything,3.0,135885.0,534.0,1
"Abyss, The",3.475806451612903,1127.0,324.4032258064516,62
Accepted,2.9285714285714284,47518.0,296.92857142857144,14
"Accidental Spy, The (Dak miu mai shing)",2.5,27426.0,610.0,1
"Accidental Tourist, The",3.6,4464.0,393.2,5
"Accused, The",3.7,4465.0,326.2,5
Ace Ventura: Pet Detective,3.040372670807453,344.0,306.11801242236027,161
Ace Ventura: When Nature Calls,2.727272727272727,19.0,315.8068181818182,88
"Ace in the Hole (Big Carnival, The)",3.0,3736.0,318.0,1
Aces: Iron Eagle III,2.0,2817.0,338.0,3
"Acid House, The",3.5,2765.0,182.0,1
Across the Hall,2.0,86960.0,249.0,1
Across the Universe,4.045454545454546,54190.0,299.1818181818182,11
"Act of Killing, The",5.0,100556.0,462.0,1
Act of Valor,3.75,93297.0,291.5,2
Action Jackson,1.6666666666666667,3710.0,358.6666666666667,3
Adam and Eve (National Lampoon's Adam & Eve),2.5,103245.0,599.0,1
Adam's Apples (Adams æbler),4.166666666666667,47491.0,182.66666666666666,3
Adam's Rib,4.75,7121.0,400.5,4
Adanggaman,2.0,4449.0,20.0,1
Adaptation,3.9456521739130435,5902.0,338.1521739130435,46
Addams Family Reunion,3.0,27075.0,204.0,1
Addams Family Values,3.1011904761904763,410.0,285.5238095238095,84
"Addams Family, The",3.289473684210526,2124.0,323.57894736842104,38
Addicted to Love,2.7,1541.0,426.6,10
"Addiction, The",1.5,152.0,475.5,2
"Adjustment Bureau, The",3.1666666666666665,84954.0,323.95238095238096,21
Admission,3.0,101612.0,391.75,4
Adventureland,3.3333333333333335,67734.0,376.3333333333333,15
Adventures Of Sherlock Holmes And Dr. Watson: The Twentieth Century Approaches,5.0,147300.0,105.0,1
Adventures in Babysitting,3.325,2133.0,388.85,20
Adventures in Plymptoons!,3.5,178129.0,599.0,1
"Adventures of Baron Munchausen, The",3.769230769230769,4467.0,382.53846153846155,13
"Adventures of Buckaroo Banzai Across the 8th Dimension, The",3.5476190476190474,3070.0,321.23809523809524,21
"Adventures of Elmo in Grouchland, The",1.5,2886.0,219.5,2
"Adventures of Ford Fairlane, The",3.0,7193.0,506.5,2
"Adventures of Huck Finn, The",2.5,5076.0,491.0,3
"Adventures of Ichabod and Mr. Toad, The",3.0,3964.0,355.0,3
"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper",3.0,95738.0,21.0,1
"Adventures of Milo and Otis, The (Koneko monogatari)",3.857142857142857,2846.0,485.7142857142857,7
Adventures of Mowgli: The Kidnapping,4.5,172825.0,105.0,1
"Adventures of Pinocchio, The",3.3333333333333335,828.0,226.66666666666666,6
"Adventures of Pluto Nash, The",2.3333333333333335,5523.0,369.3333333333333,3
"Adventures of Priscilla, Queen of the Desert, The",3.5972222222222223,345.0,336.1388888888889,36
"Adventures of Robin Hood, The",4.0,940.0,302.375,8
"Adventures of Rocky and Bullwinkle, The",2.2222222222222223,3754.0,352.55555555555554,9
"Adventures of Sebastian Cole, The",3.25,2766.0,337.0,2
"Adventures of Sharkboy and Lavagirl 3-D, The",1.75,33681.0,342.0,2
"Adventures of Tintin, The",3.5,90746.0,401.5833333333333,12
Advise and Consent,5.0,26078.0,168.0,1
Aelita: The Queen of Mars (Aelita),4.5,71999.0,377.0,1
Aeon Flux,2.761904761904762,37386.0,347.0,21
"Affair of Love, An (Liaison pornographique, Une)",4.75,3855.0,508.0,2
"Affair of the Necklace, The",3.25,4959.0,222.5,2
"Affair to Remember, An",3.9375,932.0,197.25,8
Afflicted,3.5,111551.0,610.0,1
Affliction,3.1666666666666665,2439.0,497.3333333333333,3
Afonya,4.0,134041.0,105.0,1
Africa: The Serengeti,4.0,4458.0,414.0,1
African Cats,2.5,86593.0,448.0,1
"African Queen, The",3.9705882352941178,969.0,307.55882352941177,34
Afro Samurai,2.5,139130.0,599.0,1
Afro Samurai: Resurrection,2.5,66335.0,50.0,1
After Earth,1.0,102880.0,507.5,2
After Hours,3.7857142857142856,7419.0,416.14285714285717,7
After Life (Wandafuru raifu),4.25,2624.0,313.0,2
After the Fox (Caccia alla volpe),2.75,5113.0,382.0,2
After the Sunset,3.5833333333333335,8968.0,311.3333333333333,6
After the Thin Man,2.8333333333333335,7834.0,477.0,3
After the Wedding (Efter brylluppet),3.5,50514.0,474.0,1
Afterglow,4.5,1733.0,328.5,4
Against All Odds,2.3333333333333335,3206.0,481.0,3
Against the Ropes,2.0,7315.0,426.0,2
"Age of Innocence, The",3.5,412.0,394.8666666666667,15
Agent Cody Banks,1.9,6624.0,322.0,5
Agent Cody Banks 2: Destination London,4.0,7345.0,594.0,1
Agnes of God,3.7,3251.0,351.6,5
"Agony and the Ecstasy, The",4.0,32139.0,377.0,1
Agora,4.0,74624.0,305.0,1
"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes)",4.0,7063.0,228.375,8
Aileen: Life and Death of a Serial Killer,3.5,7171.0,305.5,2
Air America,2.8333333333333335,3841.0,290.0,6
Air Bud,2.375,1592.0,201.5,4
Air Bud: Golden Receiver,2.0,2152.0,259.6666666666667,3
Air Force One,3.3448275862068964,1608.0,331.2068965517241,58
"Air I Breathe, The",3.0,58078.0,68.0,1
"Air Up There, The",2.3333333333333335,414.0,307.6666666666667,6
Airborne,2.5,33629.0,599.0,1
Airheads,2.7884615384615383,413.0,303.5,26
Airplane II: The Sequel,3.1842105263157894,2792.0,379.57894736842104,19
Airplane!,3.8563218390804597,2791.0,313.62068965517244,87
Airport,2.1666666666666665,2520.0,474.6666666666667,3
Airport '77,3.25,2522.0,422.75,4
Airport 1975,3.5,2521.0,522.5,2
Akeelah and the Bee,3.8,44709.0,265.6,5
Akira,3.7435897435897436,1274.0,355.2564102564103,39
Akira Kurosawa's Dreams (Dreams),4.333333333333333,6270.0,279.3333333333333,3
Aladdin,3.7923497267759565,588.0,306.1803278688525,183
Aladdin and the King of Thieves,3.1538461538461537,1064.0,284.7692307692308,13
"Alamo, The",3.375,4042.0,340.0,4
Alan Partridge: Alpha Papa,4.0,104078.0,448.0,1
Alaska,3.5,808.0,170.5,2
Alaska: Spirit of the Wild,4.0,4459.0,288.0,1
Albatross,2.5,91935.0,448.0,1
Albino Alligator,2.25,1352.0,485.5,2
Alesha Popovich and Tugarin the Dragon,5.0,165959.0,105.0,1
Alex Cross,1.5,97742.0,448.0,1
Alex and Emma,2.0,6493.0,414.0,1
Alexander,2.2,8977.0,354.3,10
Alexander Nevsky (Aleksandr Nevskiy),4.0,7756.0,491.5,2
Alfie,2.857142857142857,6229.714285714285,402.85714285714283,7
Ali,3.0,5009.0,343.25,8
Ali G Indahouse,3.0,27478.0,432.0,3
Ali Wong: Baby Cobra,4.5,159161.0,111.0,1
Ali: Fear Eats the Soul (Angst essen Seele auf),4.0,6509.0,378.0,2
Alias Betty (Betty Fisher et autres histoires),2.0,5575.0,391.0,1
Alice,3.25,21539.5,549.25,4
Alice (Neco z Alenky),3.75,26631.0,498.5,2
Alice Adams,3.5,6020.0,474.0,1
Alice Doesn't Live Here Anymore,4.166666666666667,8838.0,357.0,3
Alice Through the Looking Glass,2.0,158813.0,353.5,4
Alice in Wonderland,3.181159420289855,32117.681159420288,293.3333333333333,69
Alien,3.969178082191781,1214.0,312.6917808219178,146
Alien Contamination,5.0,6835.0,3.0,1
Alien Nation,3.1153846153846154,3701.0,345.53846153846155,13
Alien from L.A.,3.5,6899.0,377.0,1
Alien: Covenant,2.8,169984.0,467.6,5
Alien: Resurrection,2.922222222222222,1690.0,325.6222222222222,45
Aliens,3.9642857142857144,1200.0,308.015873015873,126
Alien³ (a.k.a. Alien 3),3.148936170212766,1320.0,367.25531914893617,47
Alive,3.1666666666666665,3250.0,357.3333333333333,9
All About Eve,4.229166666666667,926.0,352.5833333333333,24
All About Lily Chou-Chou (Riri Shushu no subete),3.0,5465.0,387.0,1
All About My Mother (Todo sobre mi madre),4.157894736842105,3083.0,339.6842105263158,19
All About the Benjamins,2.5,5170.0,360.5,2
"All Dogs Christmas Carol, An",4.5,105540.0,89.0,1
All Dogs Go to Heaven,2.7,2123.0,352.6,15
All Dogs Go to Heaven 2,3.1818181818181817,631.0,235.27272727272728,11
All Good Things,3.75,82378.0,393.5,2
All Is Lost,3.625,105954.0,342.0,4
All Over the Guy,3.0,4722.0,200.0,1
All Quiet on the Western Front,4.35,1927.0,262.4,10
All Roads Lead to Rome,1.5,164375.0,448.0,1
All That Heaven Allows,4.25,4419.0,505.5,4
All That Jazz,4.083333333333333,2971.0,404.8333333333333,6
"All This, and Heaven Too",4.0,38164.0,345.0,1
All Watched Over by Machines of Loving Grace,4.25,92475.0,184.0,2
All Yours,5.0,158882.0,89.0,1
All is Bright,1.5,106883.0,448.0,1
All of Me,2.5,8610.0,425.5,2
All or Nothing,3.6666666666666665,5788.0,341.0,3
All the Boys Love Mandy Lane,3.0,59738.0,464.0,1
All the King's Men,3.7142857142857144,21820.85714285714,310.2857142857143,7
All the President's Men,4.018518518518518,6787.0,368.9259259259259,27
All the Pretty Horses,2.5,4031.0,253.5,2
All the Real Girls,4.25,6159.0,444.0,2
All the Right Moves,2.25,5226.0,403.0,2
All the Vermeers in New York,5.0,3531.0,603.0,1
All-Star Superman,4.25,84414.0,489.5,2
Allan Quatermain and the Lost City of Gold,1.8333333333333333,2748.0,333.3333333333333,6
Allegro non troppo,4.0,7304.0,377.0,1
Alles Inklusive,3.5,176415.0,526.0,1
Alligator,2.0,2525.0,457.0,3
"Allnighter, The",1.5,2244.0,216.5,2
Almost Famous,3.8674698795180724,3897.0,341.2530120481928,83
Almost Heroes,2.0,1887.0,412.5,2
Almost an Angel,2.5,26676.0,599.0,1
Aloha,0.5,134528.0,298.0,1
Alone in the Dark,0.5,31424.0,307.0,1
Alone in the Dark II,3.5,62299.0,200.0,1
Along Came Polly,3.0416666666666665,7173.0,294.625,24
Along Came a Spider,3.1470588235294117,4238.0,276.29411764705884,17
Alpha,4.5,185031.0,62.0,1
Alpha Dog,3.125,50442.0,283.375,8
Alpha and Omega 3: The Great Wolf Games,4.5,111146.0,89.0,1
"Alphaville (Alphaville, une étrange aventure de Lemmy Caution)",4.125,680.0,418.5,4
Altered,3.0,61692.0,610.0,1
Altered States,3.5714285714285716,4713.0,373.42857142857144,7
Alvarez Kelly,3.0,2896.0,315.0,1
Alvin and the Chipmunks,1.5,56176.0,312.0,3
Alvin and the Chipmunks: Chipwrecked,1.0,91671.0,242.5,2
Alvin and the Chipmunks: The Squeakquel,2.6666666666666665,73042.0,191.33333333333334,3
Always,2.8333333333333335,4564.0,415.1666666666667,6
Always Watching: A Marble Hornets Story,2.0,140016.0,306.0,1
Amadeus,4.184210526315789,1225.0,335.2236842105263,76
Amanda Knox,3.5,164540.0,525.0,1
Amarcord,4.0,7089.0,381.0,2
Amateur,2.0,149.0,603.0,1
Amazing Grace,3.0,51471.0,28.0,1
Amazing Grace and Chuck,4.0,4078.0,367.0,1
"Amazing Panda Adventure, The",3.3333333333333335,146.0,62.0,3
"Amazing Spider-Man, The",3.25,95510.0,316.3666666666667,30
"Amazing Transparent Man, The",3.5,6836.0,377.0,1
Amazon Women on the Moon,4.25,4079.0,221.5,2
"Amelie (Fabuleux destin d'Amélie Poulain, Le)",4.183333333333334,4973.0,309.8333333333333,120
Amen.,3.8333333333333335,6041.0,405.3333333333333,3
Amer,0.5,83601.0,204.0,1
America's Sweethearts,2.5833333333333335,4639.0,374.55555555555554,18
"American Astronaut, The",2.5,4777.0,414.0,1
American Beauty,4.056372549019608,2858.0,311.8921568627451,204
American Buffalo,1.5,806.0,599.0,1
"American Carol, An",2.0,62586.0,514.0,1
American Dreamz,3.0,45106.0,200.0,1
American Drug War: The Last White Hope,3.0,76751.0,68.0,1
American Fable,2.5,169180.0,448.0,1
American Flyers,3.5,3214.0,223.0,2
"American Friend, The (Amerikanische Freund, Der)",5.0,6021.0,377.0,1
American Gangster,3.9054054054054053,55765.0,283.86486486486484,37
American Gigolo,2.6875,3649.0,416.125,8
American Graffiti,3.8488372093023258,3363.0,352.25581395348837,43
American Grindhouse,4.0,87287.0,377.0,1
American Hardcore,3.5,52299.0,414.0,1
"American Haunting, An",1.5,45361.0,327.5,2
American Heist,1.5,126420.0,448.0,1
American History X,4.217054263565892,2329.0,314.51162790697674,129
American Hustle,3.25,106916.0,350.3125,16
American Made,4.5,176751.0,376.5,2
American Me,2.5,6022.0,196.0,3
American Movie,3.75,3007.0,478.6666666666667,6
American Ninja,2.5,4565.0,228.0,2
American Outlaws,2.125,4721.0,485.5,4
American Pie,3.378640776699029,2706.0,326.90291262135923,103
American Pie 2,3.066666666666667,4718.0,324.68888888888887,45
American Pie Presents Beta House (American Pie 6: Beta House),2.75,59429.0,135.0,2
American Pie Presents The Naked Mile (American Pie 5: The Naked Mile),1.1666666666666667,50189.0,246.0,3
American Pie Presents: Band Camp (American Pie 4: Band Camp),2.142857142857143,39715.0,266.7142857142857,7
American Pie Presents: The Book of Love (American Pie 7: The Book of Love),2.1666666666666665,73106.0,119.66666666666667,3
American Pop,3.5,3725.0,308.0,2
"American President, The",3.6714285714285713,11.0,306.2,70
American Psycho,3.788135593220339,3535.0,300.4406779661017,59
American Psycho II: All American Girl,2.5,27473.0,68.0,1
American Reunion (American Pie 4),2.625,93831.0,307.0,4
American Sniper,3.8,114662.0,292.93333333333334,15
American Splendor,3.8333333333333335,6620.0,386.44444444444446,18
"American Tail, An",3.1666666666666665,2141.0,344.55555555555554,18
"American Tail: Fievel Goes West, An",2.7,2142.0,392.8,10
American Ultra,2.6666666666666665,140711.0,280.6666666666667,6
American Wedding (American Pie 3),3.09375,6586.0,280.75,16
"American Werewolf in London, An",3.4130434782608696,1321.0,344.30434782608694,23
"American Werewolf in Paris, An",2.3,2793.0,368.1,10
"American in Paris, An",3.7083333333333335,900.0,381.1666666666667,12
"American, The",2.625,80126.0,412.25,4
American: The Bill Hicks Story,4.0,86290.0,252.66666666666666,3
"Americanization of Emily, The",4.0,8190.0,318.0,1
Americathon,1.5,8427.0,580.0,1
Amistad,3.5,1693.0,331.8421052631579,19
Amityville 1992: It's About Time,1.5,1322.0,299.0,3
Amityville 3-D,1.6666666666666667,1323.0,450.6666666666667,3
"Amityville Curse, The",0.75,1328.0,439.0,2
"Amityville Horror, The",2.5238095238095237,10400.714285714286,421.7142857142857,21
Amityville II: The Possession,1.125,1326.0,364.5,4
Amityville: A New Generation,1.25,1325.0,439.0,2
Amityville: Dollhouse,1.1666666666666667,1324.0,299.0,3
Amores Perros (Love's a Bitch),3.9347826086956523,4235.0,304.7826086956522,23
Amos & Andrew,1.5,1440.0,424.5,2
Amy,3.5,137337.0,327.0,4
Amy's O (a.k.a. Amy's Orgasm),4.0,5532.0,432.0,1
An Amazing Couple,4.0,7264.0,182.0,1
Anacleto: Agente secreto,4.0,150993.0,534.0,1
Anaconda,1.9259259259259258,1499.0,318.962962962963,27
Anaconda: The Offspring,0.5,95796.0,382.0,1
Anacondas: The Hunt for the Blood Orchid,1.75,8830.0,253.0,2
Analyze That,2.5625,5900.0,350.125,8
Analyze This,3.095744680851064,2539.0,356.36170212765956,47
"Anarchist Cookbook, The",4.0,6551.0,182.0,1
Anastasia,3.357142857142857,1917.904761904762,299.1904761904762,21
Anatomy of a Murder,4.0,3801.0,366.25,4
Anchorman 2: The Legend Continues,3.3636363636363638,107348.0,352.1818181818182,11
Anchorman: The Legend of Ron Burgundy,3.7719298245614037,8641.0,309.2105263157895,57
Anchors Aweigh,3.2,3599.0,419.8,5
And God Created Woman (Et Dieu... créa la femme),4.0,3845.0,318.0,1
And Now... Ladies and Gentlemen...,4.0,6588.0,182.0,1
And So It Goes,2.0,112749.0,448.0,1
And Starring Pancho Villa as Himself,3.5,27692.0,377.0,1
And Then There Were None,3.625,4969.0,240.0,4
And Your Mother Too (Y tu mamá también),3.9523809523809526,5225.0,352.7142857142857,21
And the Band Played On,3.25,2071.0,493.0,2
And the Ship Sails On (E la nave va),4.0,2897.0,606.0,1
"Andalusian Dog, An (Chien andalou, Un)",4.5,25771.0,381.5,4
Andre,2.125,577.0,420.5,4
Andrei Rublev (Andrey Rublyov),4.5,26150.0,105.0,1
Andrew Dice Clay: Dice Rules,4.0,193609.0,331.0,1
Android,4.5,5919.0,190.0,2
"Andromeda Strain, The",3.625,6303.0,325.75,8
Angel Baby,3.0,1428.0,331.0,2
Angel Eyes,1.625,4305.0,387.5,4
Angel Heart,3.0,3706.0,370.625,8
"Angel at My Table, An",4.0,6671.0,606.0,1
Angel's Egg (Tenshi no tamago),3.25,114627.0,583.0,2
Angel-A,3.5,47725.0,416.0,3
Angela's Ashes,3.3333333333333335,3179.0,373.6666666666667,3
